Protein Name,ChEMBL ID
"ADP-ribose pyrophosphatase, mitochondrial",CHEMBL4105984
PAN2-PAN3 deadenylation complex subunit PAN3,CHEMBL4105985
Transcription factor Dp-2,CHEMBL4105986
Atypical chemokine receptor 2,CHEMBL4105988
Lysyl oxidase homolog 3,CHEMBL4105989
Ubiquitin-conjugating enzyme E2 D2,CHEMBL4105990
MICOS complex subunit MIC25,CHEMBL4105993
Programmed cell death protein 6,CHEMBL4105994
Sjoegren syndrome/scleroderma autoantigen 1,CHEMBL4105996
Nuclear body protein SP140-like protein,CHEMBL4105997
Amyloid beta-binding alcohol dehydrogenase,CHEMBL4295598
ADP-ribose glycohydrolase MACROD2,CHEMBL4295630
Putative annexin A2-like protein,CHEMBL4295633
"Alkyldihydroxyacetonephosphate synthase, peroxisomal",CHEMBL4295643
HCLS1-associated protein X-1,CHEMBL4295644
AH receptor-interacting protein,CHEMBL4295645
Mannan-binding lectin serine protease 2,CHEMBL4295646
Importin-5,CHEMBL4295647
Agrin,CHEMBL4295648
C-C motif chemokine 22,CHEMBL4295649
Transcription regulator protein BACH1,CHEMBL4295651
Myosin regulatory light chain 12B,CHEMBL4295652
Calmegin,CHEMBL4295653
Protein transport protein Sec16A,CHEMBL4295654
Phosphoribosylformylglycinamidine synthase,CHEMBL4295655
Actin-related protein 2/3 complex subunit 1B,CHEMBL4295656
Actin-related protein 2/3 complex subunit 2,CHEMBL4295657
Actin-related protein 2/3 complex subunit 5,CHEMBL4295658
Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15,CHEMBL4295661
mRNA cap guanine-N7 methyltransferase,CHEMBL4295662
Thioredoxin-like protein 1,CHEMBL4295663
Tolloid-like protein 1,CHEMBL4295664
Neuropilin-2,CHEMBL4295667
Protein diaphanous homolog 1,CHEMBL4295668
General vesicular transport factor p115,CHEMBL4295669
Endothelial differentiation-related factor 1,CHEMBL4295670
DnaJ homolog subfamily A member 2,CHEMBL4295671
Lysine-specific demethylase PHF2,CHEMBL4295672
Clustered mitochondria protein homolog,CHEMBL4295673
DnaJ homolog subfamily B member 6,CHEMBL4295674
Low-density lipoprotein receptor-related protein 5,CHEMBL4295675
Hyaluronan mediated motility receptor,CHEMBL4295676
Filamin-B,CHEMBL4295677
"Citrate synthase, mitochondrial",CHEMBL4295678
Vesicle-trafficking protein SEC22b,CHEMBL4295679
Nuclear pore complex protein Nup155,CHEMBL4295680
WD repeat and HMG-box DNA-binding protein 1,CHEMBL4295681
Adenylyltransferase and sulfurtransferase MOCS3,CHEMBL4295684
Sodium-dependent phosphate transport protein 2B,CHEMBL4295685
Mitochondrial pyruvate carrier 2,CHEMBL4295686
AP-2 complex subunit alpha-1,CHEMBL4295687
"Apoptosis-inducing factor 1, mitochondrial",CHEMBL4295688
Diphosphoinositol polyphosphate phosphohydrolase 1,CHEMBL4295689
Alpha-2-macroglobulin,CHEMBL4295690
Polymeric immunoglobulin receptor,CHEMBL4295691
Complement component C9,CHEMBL4295693
Alpha-2-HS-glycoprotein,CHEMBL4295694
Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1,CHEMBL4295697
60S acidic ribosomal protein P2,CHEMBL4295698
Gelsolin,CHEMBL4295700
Complement C2,CHEMBL4295701
Glucose-6-phosphate isomerase,CHEMBL4295702
Signal recognition particle 19 kDa protein,CHEMBL4295704
Tropomyosin alpha-1 chain,CHEMBL4295705
Clathrin light chain A,CHEMBL4295706
Fructose-bisphosphate aldolase C,CHEMBL4295709
"Medium-chain specific acyl-CoA dehydrogenase, mitochondrial",CHEMBL4295713
Protein disulfide-isomerase A4,CHEMBL4295717
Plastin-2,CHEMBL4295718
Y-box-binding protein 3,CHEMBL4295720
Rho-related GTP-binding protein RhoQ,CHEMBL4295721
Probable ATP-dependent RNA helicase DDX5,CHEMBL4295722
Vinculin,CHEMBL4295723
Nucleolin,CHEMBL4295725
Transcription factor E3,CHEMBL4295726
Inter-alpha-trypsin inhibitor heavy chain H2,CHEMBL4295727
Cysteine and glycine-rich protein 1,CHEMBL4295728
Voltage-dependent anion-selective channel protein 1,CHEMBL4295729
Receptor-type tyrosine-protein phosphatase zeta,CHEMBL4295730
Elongation factor 1-beta,CHEMBL4295731
Moesin,CHEMBL4295733
High mobility group protein B2,CHEMBL4295734
Elongation factor 1-gamma,CHEMBL4295735
Gap junction beta-2 protein,CHEMBL4295738
Elongation factor 1-delta,CHEMBL4295739
Guanine nucleotide-binding protein subunit alpha-11,CHEMBL4295740
Peroxiredoxin-6,CHEMBL4295741
"Thioredoxin-dependent peroxide reductase, mitochondrial",CHEMBL4295742
Peroxiredoxin-2,CHEMBL4295744
Cystathionine gamma-lyase,CHEMBL4295745
Long-chain-fatty-acid--CoA ligase 1,CHEMBL4295746
"Serine hydroxymethyltransferase, mitochondrial",CHEMBL4295747
Catenin alpha-1,CHEMBL4295748
Polycomb complex protein BMI-1,CHEMBL4295749
Prohibitin,CHEMBL4295750
ADP-ribosylation factor-like protein 2,CHEMBL4295751
"ATP synthase subunit gamma, mitochondrial",CHEMBL4295752
Pigment epithelium-derived factor,CHEMBL4295753
Phospholipid hydroperoxide glutathione peroxidase,CHEMBL4295754
Hippocalcin-like protein 1,CHEMBL4295755
V-type proton ATPase catalytic subunit A,CHEMBL4295756
"Stress-70 protein, mitochondrial",CHEMBL4295757
Acidic leucine-rich nuclear phosphoprotein 32 family member A,CHEMBL4295758
"Trifunctional enzyme subunit alpha, mitochondrial",CHEMBL4295759
Epidermal growth factor receptor substrate 15,CHEMBL4295760
Protein AF-9,CHEMBL4295761
"Leucine-rich PPR motif-containing protein, mitochondrial",CHEMBL4295762
Ras GTPase-activating-like protein IQGAP1,CHEMBL4295763
F-actin-capping protein subunit beta,CHEMBL4295764
Glutamate--cysteine ligase regulatory subunit,CHEMBL4295765
T-complex protein 1 subunit epsilon,CHEMBL4295766
Mannan-binding lectin serine protease 1,CHEMBL4295768
"39S ribosomal protein L19, mitochondrial",CHEMBL4295771
Transmembrane emp24 domain-containing protein 10,CHEMBL4295772
DNA ligase 3,CHEMBL4295773
Vasodilator-stimulated phosphoprotein,CHEMBL4295774
T-complex protein 1 subunit theta,CHEMBL4295775
"28S ribosomal protein S29, mitochondrial",CHEMBL4295776
Translocon-associated protein subunit delta,CHEMBL4295777
B-cell receptor-associated protein 31,CHEMBL4295778
Aldehyde dehydrogenase family 3 member A2,CHEMBL4295779
"39S ribosomal protein L12, mitochondrial",CHEMBL4295780
F-actin-capping protein subunit alpha-1,CHEMBL4295781
Coatomer subunit beta,CHEMBL4295782
Delta-1-pyrroline-5-carboxylate synthase,CHEMBL4295784
Signal recognition particle 54 kDa protein,CHEMBL4295786
NEDD8-conjugating enzyme Ubc12,CHEMBL4295787
Neuronal calcium sensor 1,CHEMBL4295788
Tropomyosin alpha-4 chain,CHEMBL4295789
RNA-binding protein 3,CHEMBL4295793
"Phosphate carrier protein, mitochondrial",CHEMBL4295795
Vigilin,CHEMBL4295796
Receptor expression-enhancing protein 5,CHEMBL4295797
Protein SET,CHEMBL4295798
A-kinase anchor protein 12,CHEMBL4295800
Protein ENL,CHEMBL4295801
Proteasome activator complex subunit 1,CHEMBL4295804
Serine/arginine-rich splicing factor 1,CHEMBL4295805
Sodium-dependent phosphate transporter 2,CHEMBL4295806
Mitochondrial-processing peptidase subunit alpha,CHEMBL4295809
Aminoacyl tRNA synthase complex-interacting multifunctional protein 1,CHEMBL4295810
Interleukin enhancer-binding factor 2,CHEMBL4295811
Peroxiredoxin-4,CHEMBL4295812
Serine/arginine-rich splicing factor 9,CHEMBL4295813
Eukaryotic translation initiation factor 3 subunit I,CHEMBL4295814
Cytoplasmic dynein 1 intermediate chain 2,CHEMBL4295815
Sequestosome-1,CHEMBL4295816
Plakophilin-1,CHEMBL4295817
Bleomycin hydrolase,CHEMBL4295818
Ubiquitin-associated protein 2-like,CHEMBL4295819
Src substrate cortactin,CHEMBL4295820
Caprin-1,CHEMBL4295821
Prostaglandin reductase 1,CHEMBL4295822
Serum paraoxonase/arylesterase 2,CHEMBL4295823
Serum paraoxonase/lactonase 3,CHEMBL4295824
Poly(rC)-binding protein 1,CHEMBL4295825
Poly(rC)-binding protein 2,CHEMBL4295826
Protein transport protein Sec23A,CHEMBL4295827
Transcriptional enhancer factor TEF-3,CHEMBL4295828
Transforming growth factor-beta-induced protein ig-h3,CHEMBL4295829
Myeloid leukemia factor 2,CHEMBL4295830
NEDD8,CHEMBL4295831
Zyxin,CHEMBL4295832
Cysteine and glycine-rich protein 2,CHEMBL4295833
Dihydropyrimidinase-related protein 2,CHEMBL4295834
Thiosulfate sulfurtransferase,CHEMBL4295835
Leucine-rich repeat flightless-interacting protein 1,CHEMBL4295838
Protein LSM12 homolog,CHEMBL4295839
Mitochondrial import inner membrane translocase subunit TIM50,CHEMBL4295842
Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas,CHEMBL4295849
Histone H2B type 2-F,CHEMBL4295850
E3 ubiquitin-protein ligase UBR4,CHEMBL4295851
5'-nucleotidase domain-containing protein 1,CHEMBL4295852
Proteasome adapter and scaffold protein ECM29,CHEMBL4295853
Tensin-3,CHEMBL4295861
Epithelial splicing regulatory protein 1,CHEMBL4295865
DCN1-like protein 2,CHEMBL4295866
Testis-specific serine/threonine-protein kinase 4,CHEMBL4295868
"Monofunctional C1-tetrahydrofolate synthase, mitochondrial",CHEMBL4295869
Dynamin-binding protein,CHEMBL4295871
Protein lin-28 homolog B,CHEMBL4295873
Histone H3.2,CHEMBL4295875
MOB kinase activator 1B,CHEMBL4295878
Zinc finger CCCH-type antiviral protein 1,CHEMBL4295879
Neuroepithelial cell-transforming gene 1 protein,CHEMBL4295880
E3 ubiquitin-protein ligase HUWE1,CHEMBL4295881
Deaminated glutathione amidase,CHEMBL4295883
Hermansky-Pudlak syndrome 6 protein,CHEMBL4295884
Trafficking protein particle complex subunit 5,CHEMBL4295892
Mitotic interactor and substrate of PLK1,CHEMBL4295893
DCN1-like protein 3,CHEMBL4295894
Protein mono-ADP-ribosyltransferase PARP9,CHEMBL4295895
Aldehyde dehydrogenase family 16 member A1,CHEMBL4295896
Sodium-dependent phosphate transport protein 2C,CHEMBL4295900
Oxidation resistance protein 1,CHEMBL4295901
TGF-beta-activated kinase 1 and MAP3K7-binding protein 3,CHEMBL4295902
Lysophosphatidylcholine acyltransferase 1,CHEMBL4295903
Diphosphoinositol polyphosphate phosphohydrolase 3-alpha,CHEMBL4295904
TBC1 domain family member 15,CHEMBL4295905
"Solute carrier family 2, facilitated glucose transporter member 14",CHEMBL4295906
Leucine-rich repeat-containing protein 15,CHEMBL4295907
Transmembrane protein 263,CHEMBL4295908
Sodium-dependent phosphate transporter 1,CHEMBL4295909
DCN1-like protein 4,CHEMBL4295914
C-C motif chemokine 17,CHEMBL4295915
Protein NDRG1,CHEMBL4295916
Acidic leucine-rich nuclear phosphoprotein 32 family member B,CHEMBL4295917
Rho guanine nucleotide exchange factor 1,CHEMBL4295918
7-methylguanosine phosphate-specific 5'-nucleotidase,CHEMBL4295921
Far upstream element-binding protein 1,CHEMBL4295922
Pyrroline-5-carboxylate reductase 2,CHEMBL4295923
Nuclear receptor-binding factor 2,CHEMBL4295924
E3 ubiquitin-protein ligase Itchy homolog,CHEMBL4295925
Lysyl oxidase homolog 4,CHEMBL4295926
"Membrane-associated guanylate kinase, WW and PDZ domain-containing protein 1",CHEMBL4295927
Calponin-2,CHEMBL4295930
Prohibitin-2,CHEMBL4295931
Protein NipSnap homolog 1,CHEMBL4295933
ADP-ribose glycohydrolase MACROD1,CHEMBL4295934
Thioredoxin domain-containing protein 17,CHEMBL4295935
Cancer-related nucleoside-triphosphatase,CHEMBL4295936
DCN1-like protein 5,CHEMBL4295937
Eukaryotic translation initiation factor 2A,CHEMBL4295938
182 kDa tankyrase-1-binding protein,CHEMBL4295939
(E3-independent) E2 ubiquitin-conjugating enzyme,CHEMBL4295940
Thioredoxin-related transmembrane protein 1,CHEMBL4295941
EH domain-containing protein 1,CHEMBL4295942
Cytosolic iron-sulfur assembly component 2A,CHEMBL4295943
Putative tubulin-like protein alpha-4B,CHEMBL4295944
5'-nucleotidase domain-containing protein 2,CHEMBL4295945
Jupiter microtubule associated homolog 2,CHEMBL4295946
Ketosamine-3-kinase,CHEMBL4295947
Calcyclin-binding protein,CHEMBL4295948
Cytochrome P450 4F11,CHEMBL4295949
Arsenite methyltransferase,CHEMBL4295950
Glyoxalase domain-containing protein 4,CHEMBL4295951
X antigen family member 1,CHEMBL4295952
Acyl-coenzyme A thioesterase 13,CHEMBL4295957
"Fructose-2,6-bisphosphatase TIGAR",CHEMBL4295958
Bridging integrator 3,CHEMBL4295959
GTP-binding protein SAR1a,CHEMBL4295960
Translation initiation factor eIF-2B subunit gamma,CHEMBL4295961
ADP-ribosylation factor-like protein 8B,CHEMBL4295962
ADP-ribose glycohydrolase ARH3,CHEMBL4295963
"Solute carrier family 2, facilitated glucose transporter member 8",CHEMBL4295964
TGF-beta-activated kinase 1 and MAP3K7-binding protein 2,CHEMBL4295965
Constitutive coactivator of PPAR-gamma-like protein 1,CHEMBL4295966
Diphosphoinositol polyphosphate phosphohydrolase 2,CHEMBL4295967
Small proline-rich protein 3,CHEMBL4295970
Short transient receptor potential channel 4,CHEMBL4295971
Glyoxylate reductase/hydroxypyruvate reductase,CHEMBL4295972
DNA repair protein REV1,CHEMBL4295973
Regulator of G-protein signaling 17,CHEMBL4295974
Ubiquitin carboxyl-terminal hydrolase 25,CHEMBL4295975
Prefoldin subunit 2,CHEMBL4295976
Multifunctional methyltransferase subunit TRM112-like protein,CHEMBL4295977
N-acetyl-D-glucosamine kinase,CHEMBL4295978
Unconventional myosin-XV,CHEMBL4295979
Myosin-2,CHEMBL4295980
Ras-related protein Rab-22A,CHEMBL4295981
Proteasome activator complex subunit 2,CHEMBL4295982
MAPK/MAK/MRK overlapping kinase,CHEMBL4295983
"28S ribosomal protein S7, mitochondrial",CHEMBL4295986
"Acyl-coenzyme A thioesterase 9, mitochondrial",CHEMBL4295987
Deoxyribose-phosphate aldolase,CHEMBL4295988
Cytosolic iron-sulfur assembly component 2B,CHEMBL4295989
"28S ribosomal protein S23, mitochondrial",CHEMBL4295990
ADP-ribose glycohydrolase OARD1,CHEMBL4295991
YTH domain-containing family protein 2,CHEMBL4295992
Signal recognition particle receptor subunit beta,CHEMBL4295993
Testis-expressed protein 264,CHEMBL4295994
Tolloid-like protein 2,CHEMBL4295995
Heterogeneous nuclear ribonucleoprotein Q,CHEMBL4295997
Mitotic checkpoint serine/threonine-protein kinase BUB1 beta,CHEMBL4295998
Replication factor C subunit 5,CHEMBL4296000
Protein disulfide-isomerase A3,CHEMBL4296001
"Pyrroline-5-carboxylate reductase 1, mitochondrial",CHEMBL4296002
"Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial",CHEMBL4296004
Heterogeneous nuclear ribonucleoprotein H2,CHEMBL4296005
Nuclease-sensitive element-binding protein 1,CHEMBL4296006
Heterogeneous nuclear ribonucleoprotein U,CHEMBL4296007
Neuroblast differentiation-associated protein AHNAK,CHEMBL4296008
Heterogeneous nuclear ribonucleoprotein D0,CHEMBL4296009
Beclin-1,CHEMBL4296010
DNA replication licensing factor MCM6,CHEMBL4296011
Telomeric repeat-binding factor 2,CHEMBL4296012
Interleukin-23 receptor,CHEMBL4296013
THO complex subunit 4,CHEMBL4296014
COP9 signalosome complex subunit 8,CHEMBL4296015
Nucleolar RNA helicase 2,CHEMBL4296016
GMP reductase 2,CHEMBL4296017
UV radiation resistance-associated gene protein,CHEMBL4296018
DNA mismatch repair protein Msh2,CHEMBL4296019
Eukaryotic translation initiation factor 6,CHEMBL4296020
Melanoma-associated antigen 4,CHEMBL4296022
Proteasome activator complex subunit 3,CHEMBL4296023
Cytoskeleton-associated protein 4,CHEMBL4296025
Tight junction protein ZO-1,CHEMBL4296026
Diphosphoinositol polyphosphate phosphohydrolase 3-beta,CHEMBL4296042
Calmodulin-2,CHEMBL4296043
Pleckstrin homology domain-containing family A member 7,CHEMBL4296241
Connector enhancer of kinase suppressor of ras 1,CHEMBL4296242
Protein-cysteine N-palmitoyltransferase HHAT,CHEMBL4296243
Eyes absent homolog 3,CHEMBL4296245
Cryptochrome-1,CHEMBL4296246
YEATS domain-containing protein 2,CHEMBL4296261
Protein S100-A9,CHEMBL4296265
YEATS domain-containing protein 4,CHEMBL4296266
Tripartite motif-containing protein 66,CHEMBL4296267
Alpha-crystallin A chain,CHEMBL4296283
Beta-crystallin B2,CHEMBL4296284
Gamma-crystallin C,CHEMBL4296285
Gamma-crystallin D,CHEMBL4296286
Protein LZIC,CHEMBL4296296
Rhodopsin,CHEMBL4296308
Proto-oncogene c-Rel,CHEMBL4296310
Anthrax toxin receptor 2,CHEMBL4296326
Sialic acid-binding Ig-like lectin 10,CHEMBL4303061
PH and SEC7 domain-containing protein 1,CHEMBL4523105
Putative keratin-87 protein,CHEMBL4523107
TANK-binding kinase 1-binding protein 1,CHEMBL4523108
Frizzled-9,CHEMBL4523116
Sulfhydryl oxidase 1,CHEMBL4523117
Dynamin-1-like protein,CHEMBL4523118
Importin subunit alpha-4,CHEMBL4523119
Chromodomain-helicase-DNA-binding protein 1,CHEMBL4523123
tRNA (cytosine(38)-C(5))-methyltransferase,CHEMBL4523124
Na(+)/H(+) exchange regulatory cofactor NHE-RF1,CHEMBL4523125
Calpain-9,CHEMBL4523126
Transmembrane 4 L6 family member 5,CHEMBL4523127
Histone acetyltransferase type B catalytic subunit,CHEMBL4523128
Synaptojanin-2,CHEMBL4523129
Cytochrome b5 type B,CHEMBL4523134
Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 2,CHEMBL4523135
Synaptojanin-1,CHEMBL4523136
"Serine protease HTRA2, mitochondrial",CHEMBL4523137
Pendrin,CHEMBL4523138
"Keratin, type II cuticular Hb6",CHEMBL4523139
Speckle-type POZ protein,CHEMBL4523140
Perilipin-3,CHEMBL4523145
Ectonucleoside triphosphate diphosphohydrolase 5,CHEMBL4523151
Peroxisomal membrane protein PEX14,CHEMBL4523152
Triple functional domain protein,CHEMBL4523153
Carboxypeptidase D,CHEMBL4523154
Ubiquitin carboxyl-terminal hydrolase 19,CHEMBL4523156
Potassium channel subfamily K member 5,CHEMBL4523157
Mitochondrial import receptor subunit TOM40 homolog,CHEMBL4523158
Apolipoprotein C-III,CHEMBL4523160
Lactotransferrin,CHEMBL4523161
N-myc proto-oncogene protein,CHEMBL4523165
Pleckstrin,CHEMBL4523171
Polyubiquitin-B,CHEMBL4523178
Polyubiquitin-C,CHEMBL4523179
"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial",CHEMBL4523180
Serum response factor,CHEMBL4523184
Interleukin-1 receptor antagonist protein,CHEMBL4523191
Histidine decarboxylase,CHEMBL4523192
General transcription and DNA repair factor IIH helicase subunit XPB,CHEMBL4523193
Tryptase beta-2,CHEMBL4523196
B-cell lymphoma 3 protein,CHEMBL4523197
Pleiotrophin,CHEMBL4523199
Tumor necrosis factor alpha-induced protein 3,CHEMBL4523200
Oxysterol-binding protein 1,CHEMBL4523203
Brain-derived neurotrophic factor,CHEMBL4523205
Endothelial transcription factor GATA-2,CHEMBL4523206
Tumor necrosis factor receptor superfamily member 6,CHEMBL4523207
Aquaporin-1,CHEMBL4523210
"Enoyl-CoA hydratase, mitochondrial",CHEMBL4523211
Transcription factor HIVEP2,CHEMBL4523214
"3-hydroxyisobutyrate dehydrogenase, mitochondrial",CHEMBL4523215
Stress-induced-phosphoprotein 1,CHEMBL4523216
N-acetylgalactosamine-6-sulfatase,CHEMBL4523218
Insulin receptor substrate 1,CHEMBL4523219
Transcription factor SOX-18,CHEMBL4523220
Chloride anion exchanger,CHEMBL4523223
Aquaporin-2,CHEMBL4523224
Interleukin-12 receptor subunit beta-1,CHEMBL4523226
G-protein coupled receptor 1,CHEMBL4523229
Utrophin,CHEMBL4523230
Transcription factor SOX-9,CHEMBL4523231
"Serine--tRNA ligase, cytoplasmic",CHEMBL4523232
Transcriptional repressor CTCF,CHEMBL4523233
Granzyme M,CHEMBL4523234
Gastrotropin,CHEMBL4523235
DNA replication ATP-dependent helicase/nuclease DNA2,CHEMBL4523236
Heterogeneous nuclear ribonucleoprotein F,CHEMBL4523238
Signal transducer and activator of transcription 2,CHEMBL4523239
Ataxin-3,CHEMBL4523240
Ornithine decarboxylase antizyme 1,CHEMBL4523241
"Glycogen [starch] synthase, liver",CHEMBL4523243
Aquaporin-5,CHEMBL4523244
"Trifunctional enzyme subunit beta, mitochondrial",CHEMBL4523245
Neurotrypsin,CHEMBL4523246
Gasdermin-D,CHEMBL4523247
Taste receptor type 2 member 38,CHEMBL4523248
Taste receptor type 2 member 39,CHEMBL4523249
Taste receptor type 2 member 40,CHEMBL4523250
Taste receptor type 2 member 43,CHEMBL4523251
Taste receptor type 2 member 45,CHEMBL4523252
Taste receptor type 2 member 46,CHEMBL4523253
Taste receptor type 2 member 30,CHEMBL4523254
Taste receptor type 2 member 19,CHEMBL4523255
Ubiquitin-conjugating enzyme E2 G2,CHEMBL4523256
Ubiquitin-60S ribosomal protein L40,CHEMBL4523259
"Keratin, type II cuticular Hb3",CHEMBL4523262
"Keratin, type II cuticular Hb5",CHEMBL4523263
Endonuclease III-like protein 1,CHEMBL4523264
Prolactin-releasing peptide,CHEMBL4523266
Dermcidin,CHEMBL4523267
Cytochrome P450 4F8,CHEMBL4523270
Transcription factor RelB,CHEMBL4523273
Antigen peptide transporter 1,CHEMBL4523275
Lysyl oxidase homolog 1,CHEMBL4523279
Sialic acid-binding Ig-like lectin 14,CHEMBL4523280
Ubiquitin carboxyl-terminal hydrolase 17-like protein 24,CHEMBL4523281
Polypeptide N-acetylgalactosaminyltransferase 1,CHEMBL4523282
Cell division cycle protein 20 homolog,CHEMBL4523283
"Delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial",CHEMBL4523284
Aminoacyl tRNA synthase complex-interacting multifunctional protein 2,CHEMBL4523285
GRB2-associated-binding protein 1,CHEMBL4523286
Cullin-4B,CHEMBL4523287
Dedicator of cytokinesis protein 1,CHEMBL4523288
Transcription factor Dp-1,CHEMBL4523289
Guanidinoacetate N-methyltransferase,CHEMBL4523290
Polypeptide N-acetylgalactosaminyltransferase 3,CHEMBL4523291
"Keratin, type II cuticular Hb1",CHEMBL4523292
Interferon regulatory factor 3,CHEMBL4523293
Separin,CHEMBL4523294
Glycine N-methyltransferase,CHEMBL4523295
Signal transducer and activator of transcription 4,CHEMBL4523296
StAR-related lipid transfer protein 3,CHEMBL4523297
Pre-mRNA-splicing regulator WTAP,CHEMBL4523298
Membrane protein MLC1,CHEMBL4523299
Transcription initiation factor TFIID subunit 11,CHEMBL4523300
Transcriptional enhancer factor TEF-4,CHEMBL4523301
Intersectin-1,CHEMBL4523302
Transcription factor NF-E2 45 kDa subunit,CHEMBL4523303
Fascin,CHEMBL4523304
"ATP-dependent Clp protease proteolytic subunit, mitochondrial",CHEMBL4523305
La-related protein 7,CHEMBL4523314
"Malonate--CoA ligase ACSF3, mitochondrial",CHEMBL4523315
Glycerol-3-phosphate acyltransferase 3,CHEMBL4523318
Spindlin-4,CHEMBL4523321
Mesoderm-specific transcript homolog protein,CHEMBL4523324
Spindlin-3,CHEMBL4523325
Cyclin-dependent kinase-like 4,CHEMBL4523326
Cytosolic carboxypeptidase 6,CHEMBL4523328
Transcription initiation factor TFIID subunit 3,CHEMBL4523329
Disabled homolog 2-interacting protein,CHEMBL4523330
BTB/POZ domain-containing protein KCTD16,CHEMBL4523340
Anamorsin,CHEMBL4523341
"2',5'-phosphodiesterase 12",CHEMBL4523342
Methylcytosine dioxygenase TET2,CHEMBL4523344
Bifunctional arginine demethylase and lysyl-hydroxylase JMJD6,CHEMBL4523345
"Acylpyruvase FAHD1, mitochondrial",CHEMBL4523346
NAD(+) hydrolase SARM1,CHEMBL4523350
Angiopoietin-like protein 8,CHEMBL4523352
Nicotinate phosphoribosyltransferase,CHEMBL4523354
Sialic acid-binding Ig-like lectin 15,CHEMBL4523355
BTB/POZ domain-containing protein KCTD8,CHEMBL4523356
Ubiquitin carboxyl-terminal hydrolase 30,CHEMBL4523357
Solute carrier family 26 member 9,CHEMBL4523359
Taste receptor type 2 member 42,CHEMBL4523360
Aprataxin,CHEMBL4523362
Mitochondrial antiviral-signaling protein,CHEMBL4523363
Hepatoma-derived growth factor-related protein 2,CHEMBL4523364
Phosphatidylinositol-glycan biosynthesis class W protein,CHEMBL4523365
Polypeptide N-acetylgalactosaminyltransferase 10,CHEMBL4523371
Glycerol-3-phosphate acyltransferase 4,CHEMBL4523372
N-alpha-acetyltransferase 40,CHEMBL4523373
Phosphodiesterase isozyme 4,CHEMBL4523374
Cytochrome P450 4Z1,CHEMBL4523375
Calcium-activated potassium channel subunit beta-4,CHEMBL4523376
Stimulator of interferon genes protein,CHEMBL4523377
Coiled-coil domain-containing protein 43,CHEMBL4523378
Polypeptide N-acetylgalactosaminyltransferase 13,CHEMBL4523392
Inactive histone-lysine N-methyltransferase 2E,CHEMBL4523393
Bifunctional peptidase and arginyl-hydroxylase JMJD5,CHEMBL4523396
Fibrinogen C domain-containing protein 1,CHEMBL4523397
Prolyl 3-hydroxylase OGFOD1,CHEMBL4523398
CDGSH iron-sulfur domain-containing protein 2,CHEMBL4523399
Polypeptide N-acetylgalactosaminyltransferase 6,CHEMBL4523400
Inositol polyphosphate multikinase,CHEMBL4523401
Methylcytosine dioxygenase TET1,CHEMBL4523402
Kinesin-like protein KIF18A,CHEMBL4523403
Protein odd-skipped-related 1,CHEMBL4523406
Minor histocompatibility antigen H13,CHEMBL4523407
Tribbles homolog 2,CHEMBL4523417
Inositol hexakisphosphate kinase 1,CHEMBL4523418
Serine protease HTRA1,CHEMBL4523419
TRAF family member-associated NF-kappa-B activator,CHEMBL4523420
Transcription factor IIIB 90 kDa subunit,CHEMBL4523421
NEDD8-conjugating enzyme UBE2F,CHEMBL4523422
Mitochondrial amidoxime reducing component 2,CHEMBL4523423
BTB/POZ domain-containing protein KCTD12,CHEMBL4523424
SAGA-associated factor 29,CHEMBL4523425
Endonuclease 8-like 1,CHEMBL4523426
Polypeptide N-acetylgalactosaminyltransferase 14,CHEMBL4523427
Ubiquitin thioesterase OTUB1,CHEMBL4523428
Peptide-N(4)-(N-acetyl-beta-glucosaminyl)asparagine amidase,CHEMBL4523429
Mas-related G-protein coupled receptor member X4,CHEMBL4523430
Inositol hexakisphosphate kinase 3,CHEMBL4523431
Serine/threonine-protein kinase LMTK3,CHEMBL4523432
Potassium channel subfamily K member 17,CHEMBL4523433
Bifunctional polynucleotide phosphatase/kinase,CHEMBL4523434
Transcriptional enhancer factor TEF-5,CHEMBL4523435
Spindlin-2B,CHEMBL4523440
Deoxyhypusine hydroxylase,CHEMBL4523441
N-terminal Xaa-Pro-Lys N-methyltransferase 1,CHEMBL4523442
MKI67 FHA domain-interacting nucleolar phosphoprotein,CHEMBL4523443
Olfactory receptor 51E2,CHEMBL4523454
Transcription factor SOX-17,CHEMBL4523455
5-azacytidine-induced protein 2,CHEMBL4523456
V-type immunoglobulin domain-containing suppressor of T-cell activation,CHEMBL4523457
Protein lin-28 homolog A,CHEMBL4523458
Sialate O-acetylesterase,CHEMBL4523459
E3 ubiquitin-protein ligase SMURF2,CHEMBL4523460
Potassium channel subfamily K member 13,CHEMBL4523461
"Acetyl-coenzyme A synthetase, cytoplasmic",CHEMBL4523467
Beta-catenin-interacting protein 1,CHEMBL4523468
SAFB-like transcription modulator,CHEMBL4523469
Sphingomyelin phosphodiesterase 3,CHEMBL4523470
Taste receptor type 2 member 13,CHEMBL4523471
